Date,Open,High,Low,Close,Adj Close,Volume,Ticker Symbol,Publish Date,Title,Body Text,URL,Negative Score,Neutral Score,Positive Score,Compound Score
2017-06-23,76.78414154052734,77.05474853515625,76.45689392089844,76.91629791259766,65.68656158447266,6119398,RTX,2017-06-23,Layoffs planned at Carrier By Seeking Alpha,Please try another search,https://www.investing.com/news/stock-market-news/layoffs-planned-at-carrier-498821,0.0,0.566,0.434,0.3182
2017-07-06,77.1302719116211,77.40717315673828,76.70233154296875,76.70862579345703,65.50919342041016,4859480,RTX,2017-07-06,Oppenheimer Global ESG Revenue ETF (ESGF) June Summary By Seeking Alpha,Please try another search,https://www.investing.com/news/stock-market-news/oppenheimer-global-esg-revenue-etf-(esgf)-june-summary-502774,0.0,0.566,0.434,0.3182
2017-07-07,76.95405578613281,77.34423828125,76.80302429199219,77.16173553466797,65.8961410522461,2801248,RTX,2017-07-07,"United Tech tops Dow in week following strong jobs data, analysis says By Seeking Alpha",Please try another search,"https://www.investing.com/news/stock-market-news/united-tech-tops-dow-in-week-following-strong-jobs-data,-analysis-says-503234",0.0,0.566,0.434,0.3182
2017-07-10,77.23725891113281,77.87287902832031,76.99811553955078,77.44493103027344,66.13799285888672,3262376,RTX,2017-07-10,"Ingersoll-Rand may split into two companies, Stifel says By Seeking Alpha","© Reuters. Ingersoll-Rand may split into two companies, Stifel says","https://www.investing.com/news/stock-market-news/ingersoll-rand-may-split-into-two-companies,-stifel-says-503860",0.0,1.0,0.0,0.0
2017-07-25,76.71491241455078,76.77784729003906,75.51290130615234,75.78350830078125,64.71914672851562,7629425,RTX,2017-07-25,S&P 500 closes in record territory on bullish earnings By Investing.com,"Published Jul 25, 2017 04:27PM ET

© Reuters.

US500 +0.59% Add to/Remove from Watchlist DJI +0.82% Add to/Remove from Watchlist GM +2.44% Add to/Remove from Watchlist CAT +2.41% Add to/Remove from Watchlist MCD +1.45% Add to/Remove from Watchlist MMM +0.79% Add to/Remove from Watchlist GOOGL -0.51% Add to/Remove from Watchlist WMT -0.86% Add to/Remove from Watchlist JNJ +2.41% Add to/Remove from Watchlist RTX +1.03% Add to/Remove from Watchlist IXIC +0.55% Add to/Remove from Watchlist GOOG -0.45% Add to/Remove from Watchlist

Investing.com – U.S. stocks closed mostly higher, led by a surge in the shares of Caterpillar and McDonald’s after both blue-chips posted earnings that topped expectations, lifting the broader market.

US stocks started the day on the front foot, buoyed by a duo of better-than-expected earnings from Caterpillar and McDonald’s which offset weak earnings from 3M and disappointing top-line growth from automaker General Motors (NYSE: ).

The shares of both Caterpillar and McDonald’s closed more the 4%.

On the economic data front, stronger-than-expected consumer confidence added to positive sentiment, after the Conference Board announced Tuesday, rose in July to 121.1 to a 16-year high.

Despite the rally on Wall Street, investors had to contend with a nearly 3% slump in the shares of Alphabet (NASDAQ: ), after the tech giant quarterly earnings on Monday, revealed a 27% dip in profit, following the 2.7 billion fine levied by European Union in June.

Meanwhile, US political jitters eased somewhat, after Senate Republicans to floor debate on thier efforts to repeal and replace Obamacare.

Investors shifted focus to monetary policy later during the session, however, as the Federal Reserve got its two-day policy meeting underway ahead of a rate decision due Wednesday.

The closed higher at 21,609.40. The closed 0.29% higher while the closed at 6412.17, up 0.02%.

‘Bulls and Bears’ on Wall Street

The top Dow gainers for the session: Caterpillar Inc (NYSE: ) up 5.9%, McDonald’s Corporation (NYSE: ) up 4.8% and Wal-Mart Stores Inc (NYSE: ) up 2.1%

3M Company (NYSE: ) down 5.1%, United Technologies Corporation (NYSE: ) down 2.2% and Johnson & Johnson (NYSE: ), down 0.8%, were among the worst Dow performers of the session.",https://www.investing.com/news/stock-market-news/s-p-closed-in-record-territory-on-bullish-earnings-509841,0.028,0.894,0.078,0.9274
2017-07-31,74.99056243896484,75.10383605957031,74.53744506835938,74.61925506591797,63.724853515625,3451785,RTX,2017-07-31,"Boeing's new avionics group aims to cut costs, boost quality By Reuters","Published Jul 31, 2017 01:16PM ET

© Reuters. FILE PHOTO: Boeing logo at their headquarters in Chicago

BA +0.96% Add to/Remove from Watchlist COL 0.00% Add to/Remove from Watchlist RTX +1.03% Add to/Remove from Watchlist HON +0.95% Add to/Remove from Watchlist

By Alwyn Scott

NEW YORK (Reuters) - Boeing Co (N: ) said on Monday it has set up an avionics group to make flight controls and other electronics currently made by outside suppliers for its commercial and military aircraft, aiming to bring the products into service after 2020.

The move by the world's largest plane maker appeared to be a direct attack on suppliers such as Rockwell Collins Inc (N: ), United Technologies Corp (N: ) and Honeywell International Inc (N: ).

The three companies, which make electronics used on current Boeing jets, did not immediately respond to requests for comment.

In recent years, Boeing has brought propulsion, carbon fiber manufacturing and other key capabilities in-house to better control both technology and intellectual property. That strategy followed outsourcing of major systems to suppliers for the 787 Dreamliner that led to billions of dollars in cost overruns.

Boeing said it has already started developing systems that would be lower cost, higher quality alternatives to existing products made by suppliers, and would deliver more services revenue to Boeing after a plane is sold.

Boeing aims to ""further drive cost down and value up for our customers, in all phases of a product's life cycle,"" Boeing Chief Executive Dennis Muilenburg said in an internal statement to employees that was seen by Reuters.

While Boeing owns some intellectual property on electronic systems in its jet cockpits, current contracts with suppliers likely would not let Boeing take aftermarket business away on those planes, said analyst Robert Stallard.

However, suppliers could lose significant business on future aircraft, Stallard said.

Boeing is talking about creating a new mid-sized aircraft that would enter service around 2025, and would need to create a successor to its best-selling 737 model after that.

Boeing shares were up 1 percent at $243.72 in midday trading.",https://www.investing.com/news/stock-market-news/boeing-sets-up-avionics-group-to-capture-flight-electronics-sales-512391,0.023,0.907,0.07,0.9313
2017-08-02,74.76399993896484,75.76463317871094,74.67589569091797,75.73945617675781,64.68152618408203,3717307,RTX,2017-08-02,"Dow makes history, closes above 22,000 By Investing.com","Published Aug 02, 2017 04:08PM ET

© Reuters.

US500 +0.59% Add to/Remove from Watchlist DJI +0.82% Add to/Remove from Watchlist DIS -0.15% Add to/Remove from Watchlist MCD +1.45% Add to/Remove from Watchlist MRK +0.94% Add to/Remove from Watchlist AAPL +0.68% Add to/Remove from Watchlist VZ +0.63% Add to/Remove from Watchlist RTX +1.03% Add to/Remove from Watchlist IXIC +0.55% Add to/Remove from Watchlist

Investing.com – The rally in the Dow showed no sign of ending, closing at a record high on Thursday, led by a jump in shares of Apple after the tech giant posted better-than-expected earnings for the quarter on Wednesday after markets closed.

Shares of Apple Inc (NASDAQ: ) gained more than 4%, supporting a move higher in the Dow to a record 22,000, after the tech giant posted earnings that beat on both the bottom and top lines, benefiting from steady iPhone sales.

The company reported earnings per share of $1.67 on $45.4 billion in revenue. Analyst had forecast earnings per share of $1.57 on $44.89 billion in revenue.

Economic data, however, weighed on gains after private sector job creation for July, fell short of expectations.

ADP and Moody's Analytics said added just 178,000 jobs for the month, short of analysts’ forecasts of 185,000.

The weaker-than-expected private payrolls report comes two days ahead of nonfarm payrolls data due Friday, pointing to a possible slowdown in the U.S. labor market, adding to expectations the Federal Reserve may abandon its plan to hike rates at least once more this year.

Better-than-expected earnings for the quarter has been one of the key drivers of the recent rally, as recent data showed more than 73% of the S&P 500 companies had reported earnings that beat estimates on both the top and bottom lines.

The closed higher at 22,014. The traded 0.05% higher while the traded at flat at 6362.65.

‘Bulls and Bears’ on Wall Street

The top Dow gainers for the session: Apple Inc (NASDAQ: ) up 4.7%, McDonald’s Corporation (NYSE: ) up 1.7% and United Technologies Corporation (NYSE: ) up 1.2%

Walt Disney Company (NYSE: ) down 1.8%, Verizon Communications Inc (NYSE: ) down 1.4% and Merck & Company Inc (NYSE: ) down 0.8%, were among the worst Dow performers of the session.",https://www.investing.com/news/stock-market-news/dow-makes-history-closes-above-22000-513683,0.024,0.904,0.072,0.9196
2017-08-04,76.28697204589844,76.56387329101562,75.92826080322266,76.45689392089844,65.29420471191406,2865920,RTX,2017-08-04,Airbus deliveries remain hampered by engine delays By Reuters,"Published Aug 04, 2017 02:06PM ET

© Reuters. Undelivered Airbus A320neo aircraft are parked on the tarmac in Toulouse

BA +0.96% Add to/Remove from Watchlist SAF +1.32% Add to/Remove from Watchlist GE +0.57% Add to/Remove from Watchlist RTX +1.03% Add to/Remove from Watchlist

By Tim Hepher

TOULOUSE, France (Reuters) - Airbus delivered 47 aircraft in July to reach the half-way point in its target for the year, but its narrowbody A320neo family continues to feel the disruption from delays in getting the latest generation of engines from their manufacturers.

The European planemaker said on Friday it had delivered 9 of the upgraded medium-haul jetliners in July, bringing total A320neo-family deliveries so far this year to 68, just a third of the full-year target of 200 for that model.

Airbus said last week its earnings had been hit by delays in receiving engines for the aircraft type and increased pressure on engine supplier Pratt & Whitney, a unit of United Technologies (N: ) that has been hampered by a series of glitches.

Total Airbus airplane deliveries between January and July reached 353 aircraft, propelled by brisk deliveries of the earlier A320 model, Airbus said in a monthly data release. That compares with a full-year target of around 700.

Evidence of the ongoing A320neo engine disruption could be seen on Friday in clusters of undelivered jets jammed into tight spaces around the perimeter of the Toulouse aerodrome where the world's second-largest planemaker has its main factory.

Some two dozen aircraft were visible from the roadside, painted in the livery of their airline customers but yet to receive their engines or in some cases wingtip extensions.

The majority of the jets are destined for airlines that have selected Pratt & Whitney's new Geared Turbofan engine, but a handful are also waiting for engines from CFM International, co-owned by General Electric (N: ) and Safran (PA: ).

A Reuters tally of jets parked without engines included six built for India: four for GoAir, a Pratt & Whitney customer, and two for CFM customer Air India. India said on Thursday Pratt & Whitney had promised a solution by September.

Others with as yet unpowered jets included Mexico's Volaris.

Asked to comment on the number of undelivered jets, an Airbus spokesman said it had delivered many more than at the same point last year, when A320neo output was in early stages, but that it had ""expected to be more advanced"" by mid 2017.

""We still target full-year A320neo deliveries to be around 200 but in view of the engine issues, this target becomes more challenging,"" he said.

Airbus introduced a caveat into its 2017 forecasts last week, saying its target of more than 700 jetliner deliveries depended on its engine suppliers.

Airbus meanwhile said on Friday it had sold four aircraft in July - typically a quiet month in odd-numbered years coming after the Paris Airshow - to reach 252 for the year.

That total fell to 205 after cancellations, leaving Airbus behind U.S. rival Boeing (N: ) in this year's order race.

Boeing has posted 446 orders through July 25, or 386 when adjusted for cancellations.

July's orders included one Airbus A350-1000, a large twin-engined jet due for its first delivery by the end of this year.",https://www.investing.com/news/stock-market-news/airbus-deliveries-remain-hampered-by-engine-delays-514883,0.017,0.941,0.042,0.8534
2017-08-07,75.0849609375,75.36186218261719,74.17243194580078,74.5877914428711,63.69801330566406,7906387,RTX,2017-08-07,U.S. stocks higher as Dow on track to stretch winning streak By Investing.com,"Published Aug 07, 2017 12:27PM ET

© Reuters. Wall Street moves higher with Dow set for 10th straight session of gains

LCO -1.61% Add to/Remove from Watchlist APRN 0.00% Add to/Remove from Watchlist SNAP +2.24% Add to/Remove from Watchlist BRKa -0.77% Add to/Remove from Watchlist NXTM 0.00% Add to/Remove from Watchlist IXIC +0.55% Add to/Remove from Watchlist TSLA -0.52% Add to/Remove from Watchlist NWSA +0.50% Add to/Remove from Watchlist M +8.07% Add to/Remove from Watchlist CL -2.08% Add to/Remove from Watchlist US500 +0.59% Add to/Remove from Watchlist JWN +3.78% Add to/Remove from Watchlist RTX +1.03% Add to/Remove from Watchlist TSN +2.92% Add to/Remove from Watchlist COL 0.00% Add to/Remove from Watchlist KSS +3.37% Add to/Remove from Watchlist CPPRQ 0.00% Add to/Remove from Watchlist FMEG +0.98% Add to/Remove from Watchlist DIS -0.15% Add to/Remove from Watchlist DJI +0.82% Add to/Remove from Watchlist

Investing.com – Wall Street traded higher on Monday as the Dow looked set to log its 10th consecutive session of gains.

At 12:25PM ET (16:25GMT), the gained 28 points, or 0.12%, the advanced 2 points, or 0.08%, while the traded up 28 points, or 0.48%.

The blue-chip index continued to scale higher another all-time record on Monday in a session with no major economic reports for investors to evaluate.

As the second quarter reporting season begins to wind down, investors are entering a phase of looking for the next set of catalysts to determine market direction.

Even as the Dow continued hit new records, markets seemed lethargic. As LPL Financial strategist Ryan Detrick notes, “The S&P 500 hasn’t closed up or down 0.3% for 12 consecutive days.”

Detrick said that the 1966 and 1961 were the previous records with just 10 straight days of such a run and Monday looked set to make a new record of little movement.

With only a handful of earnings out on Monday, Tyson Foods (NYSE: ) jumped 5% after .

To the downside, Warren Buffett’s Berkshire Hathaway (NYSE: ) lost around 1.5% as the company registered an , missing analyst estimates.

Struggling retailers, such as Macy's (NYSE: ), Nordstrom (NYSE: ), Kohl’s (NYSE: ) and JC Penney (NYSE: ), will likely be the main focus on the earnings front near the end of the week.

Media companies, like Disney (NYSE: ) and News Corp (NASDAQ: ), as well as some recent IPOs, including Snap (NYSE: ) and Blue Apron (NYSE: ), will also garner some attention as the reporting season winds down.

In other company news on Monday, NxStage Medical (NASDAQ: ) soared more than 20% as German healthcare firm Fresenius Medical Care KGAA ST (DE: ) agreed to buy the U.S. maker of home dialysis devices for approximately $2 billion in cash.

United Technologies (NYSE: ) fell nearly 2%, leading the Dow lower, as reports surfaced over the weekend that the firm had expressed interest in acquiring Rockwell Collins (NYSE: ).

Tesla (NASDAQ: ) also made headlines Monday after the electric car maker said it would raise about $1.5 billion through its .

With regard to monetary policy, St. Louis Fed president said that “the current level of the policy rate is likely to remain ”, while indicating that recent inflation data “call into question the idea that U.S. inflation is reliably returning toward target.”

Bullard added during the Q&A that he supported beginning to trim the Fed's balance sheet soon. Experts widely expect the announcement to come in September with an October 1 start date.

Minneapolis Fed chief will participate later in a moderated question & answer session at 1:25PM ET (17:25GMT).

Meanwhile, as market players awaited details from a two-day gathering of some oil ministers from OPEC and non-OPEC producers to assess how the group can increase compliance with production cuts that began at the start of the year.

The two-day gathering began Monday in Abu Dhabi will discuss members’ compliance levels to the agreed-upon global production limits that run through March 2018.

Reporters were not allowed access to the meeting on Monday.

slumped 1.41% to $48.88 by 12:26PM ET (16:26GMT), while traded down 1.22% to $51.78.",https://www.investing.com/news/stock-market-news/us-stocks-higher-as-dow-on-track-to-stretch-winning-streak-515402,0.028,0.923,0.049,0.9231
2017-08-09,74.61925506591797,74.73883056640625,73.65009307861328,73.757080078125,62.98856735229492,5058423,RTX,2017-08-09,Dow down after N. Korea brushes aside Trump's 'fury and fire' warning By Investing.com,"Published Aug 09, 2017 04:13PM ET

© Reuters. US stock closed lower on Wednesday amid an rising geopolitical tensions

US500 +0.59% Add to/Remove from Watchlist DJI +0.82% Add to/Remove from Watchlist BA +0.96% Add to/Remove from Watchlist DIS -0.15% Add to/Remove from Watchlist NOC +0.96% Add to/Remove from Watchlist LMT +0.39% Add to/Remove from Watchlist RTN 0.00% Add to/Remove from Watchlist HD +1.97% Add to/Remove from Watchlist TRV +0.77% Add to/Remove from Watchlist RTX +1.03% Add to/Remove from Watchlist M +8.07% Add to/Remove from Watchlist IXIC +0.55% Add to/Remove from Watchlist

Investing.com – The Dow added to losses from the prior session on Wednesday, as investors fled risky assets amid rising geopolitical tensions after North Korea ignored President Trump’s warning that further threats to the United stated “will be met with fire and fury”.

The closed lower at 22,048.70. The closed 0.04% lower while the closed at 6352.33, down 0.28%.

Safe-haven demand rose after North Korea said it was ""carefully examining"" a plan to strike Guam, where a U.S. military base is located, shrugging off President Donald Trump’s earlier warning that further threats to the United States will be met with .

The uptick geopolitical tension sparked a surge in defense stock, with Lockheed Martin (NYSE: ), Raytheon Company (NYSE: ) and Northrop Grumman (NYSE: ) all hitting record highs.

A 4% slump in shares of Walt Disney Company (NYSE: ) , however, weighed on the broader index, after the company posted better-than-expected quarterly earnings but its sales missed expectations.

Calendar second-quarter earnings, however, have been mostly strong. More than 70% of S&P 500 companies that had reported posted better-than-expected earnings while 69 percent have beaten of sales, according to data from Thomson Reuters I/B/E/S.

The last big wave of corporate earnings is expected later this week as Macy’s kicks off department store earnings on Thursday,

During the first quarter, Macy's (NYSE: ), Kohl's and other big department store chains posted disappointing earnings which saw Macy’s stock price tank more than 14%.

‘Bulls and Bears’ on Wall Street

The top Dow gainers for the session: Home Depot Inc (NYSE: ) up 1.2%, The Travelers Companies Inc (NYSE: ) up 1.2% and NKE up 0.7%

Walt Disney Company (NYSE: ) down 3.9%, Boeing Co (NYSE: ) down 1.6% and United Technologies Corporation (NYSE: ) down 0.8%, were among the worst Dow performers of the session.",https://www.investing.com/news/stock-market-news/dow-down-after-n-korea-brushes-aside-trumps-fury-and-fire-warning-516721,0.105,0.848,0.048,-0.9538
